"stop_id","pid","resultkey","result","code","resulttext"
"7317","1","7","Field interview card completed","",""
"7318","1","2","Warning (verbal or written)","31190","11109 VC - VIOL:UNSAFE DRIVE SCH VEH (M) 31190"
"7319","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7320","1","7","Field interview card completed","",""
"7320","2","7","Field interview card completed","",""
"7321","1","6","Custodial Arrest without warrant","35005","647(F) PC - DISORD CONDUCT:UI/DRUG (M) 35005"
"7322","1","6","Custodial Arrest without warrant","55226","368(C) PC - ELDER/DEP ADULT CRUELTY (M) 55226"
"7323","1","7","Field interview card completed","",""
"7324","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7325","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7326","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7327","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"7328","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7329","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7330","1","2","Warning (verbal or written)","54178","21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178"
"7331","1","4","In-field cite and release","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"7332","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"7332","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"7333","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7334","1","3","Citation for infraction","54116","27150(A) VC - INADEQUATE MUFFLERS (I) 54116"
"7335","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7336","1","7","Field interview card completed","",""
"7337","1","7","Field interview card completed","",""
"7338","1","3","Citation for infraction","54645","5200(B) VC - DISPLY ONE LIC PLATE WRNG (I) 54645"
"7338","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7339","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"7339","2","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7340","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7341","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"7342","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7343","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7344","1","3","Citation for infraction","54373","21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373"
"7345","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7346","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7347","1","3","Citation for infraction","54116","27150(A) VC - INADEQUATE MUFFLERS (I) 54116"
"7348","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7349","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"7350","1","3","Citation for infraction","66985","27315(D)(1) VC - SEATBELT VIOLATION (I) 66985"
"7351","1","7","Field interview card completed","",""
"7352","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"7353","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7354","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7355","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7356","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"7357","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7358","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7359","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7360","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7361","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"7362","1","2","Warning (verbal or written)","54426","22109 VC - SUDDEN STOP:W/O SIGNALING (I) 54426"
"7363","1","2","Warning (verbal or written)","54013","24002 VC - UNLAWFUL OPERATION OF VEH (I) 54013"
"7364","1","3","Citation for infraction","54144","24603(B) VC - STOPLAMPS VIOL:SPEC VEH (I) 54144"
"7365","1","2","Warning (verbal or written)","54116","27150(A) VC - INADEQUATE MUFFLERS (I) 54116"
"7366","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7366","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7366","1","2","Warning (verbal or written)","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"7367","1","2","Warning (verbal or written)","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"7368","1","2","Warning (verbal or written)","54116","27150(A) VC - INADEQUATE MUFFLERS (I) 54116"
"7369","1","3","Citation for infraction","66983","27151(A) VC - ILL MOD EXHAUST SYS:NOISE (I) 66983"
"7370","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7370","1","6","Custodial Arrest without warrant","35212","11550(A) HS - UNDER INFLUENCE CNTL SUB (M) 35212"
"7371","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7372","1","2","Warning (verbal or written)","32102","602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102"
"7372","1","7","Field interview card completed","",""
"7373","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7374","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"7375","1","2","Warning (verbal or written)","32094","602(J) PC - TRESPASS:BUILD FIRES (M) 32094"
"7375","1","7","Field interview card completed","",""
"7376","1","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"7377","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7377","2","5","Custodial Arrest pursuant to outstanding warrant","",""
"7378","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"7378","1","7","Field interview card completed","",""
"7379","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7380","1","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"7381","1","7","Field interview card completed","",""
"7382","1","6","Custodial Arrest without warrant","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"7383","1","7","Field interview card completed","",""
"7384","1","3","Citation for infraction","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"7385","1","3","Citation for infraction","54212","22348(B) VC - DRIVE IN EXCESS 100 MPH (I) 54212"
"7386","1","7","Field interview card completed","",""
"7387","1","6","Custodial Arrest without warrant","50075","3056 PC - VIOLATION OF PAROLE:FEL (F) 50075"
"7387","1","6","Custodial Arrest without warrant","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"7387","1","6","Custodial Arrest without warrant","35422","11350(A) HS - POSSESS NARCOTIC CNTL SUB (M) 35422"
"7387","1","6","Custodial Arrest without warrant","48161","69(A) PC - OBSTRUCT/RESIST EXEC OFCR (F) 48161"
"7388","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"7389","1","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"7390","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7391","1","1","None","",""
"7392","1","4","In-field cite and release","32023","602(A) PC - TRESP:DESTROY STAND TIMBR (M) 32023"
"7393","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7394","1","7","Field interview card completed","",""
"7394","2","7","Field interview card completed","",""
"7395","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7396","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7397","1","7","Field interview card completed","",""
"7398","1","7","Field interview card completed","",""
"7399","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7400","1","7","Field interview card completed","",""
"7401","1","2","Warning (verbal or written)","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881"
"7402","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7403","1","7","Field interview card completed","",""
"7404","1","7","Field interview card completed","",""
"7404","2","7","Field interview card completed","",""
"7405","1","3","Citation for infraction","54305","14600(A) VC - FAIL NOTE DMV ADD CHG:CDL (I) 54305"
"7406","1","3","Citation for infraction","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"7407","1","1","None","",""
"7408","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7409","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7409","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7410","1","10","Psychiatric hold","",""
"7411","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"7412","1","6","Custodial Arrest without warrant","13187","243(E) PC - BATTERY:SPOUSE/ETC (M) 13187"
"7413","1","6","Custodial Arrest without warrant","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143"
"7414","1","2","Warning (verbal or written)","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999"
"7415","1","6","Custodial Arrest without warrant","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"7416","1","3","Citation for infraction","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"7417","1","1","None","",""
"7418","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7419","1","4","In-field cite and release","42104","23152(A) VC - DUI ALCOHOL (M) 42104"
"7420","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7421","1","3","Citation for infraction","25065","4462.5 VC - SHO ON VEH/GIV PO FLS REG (M) 25065"
"7422","1","10","Psychiatric hold","",""
"7423","1","2","Warning (verbal or written)","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"7424","1","2","Warning (verbal or written)","22004","459 PC - BURGLARY (F) 22004"
"7425","1","6","Custodial Arrest without warrant","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"7426","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7426","1","7","Field interview card completed","",""
"7427","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7427","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"7427","1","3","Citation for infraction","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7428","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7429","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7429","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"7429","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"7430","1","2","Warning (verbal or written)","54110","24601 VC - FAIL MAINT LIC PLATE LAMP (I) 54110"
"7431","1","6","Custodial Arrest without warrant","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143"
"7432","1","6","Custodial Arrest without warrant","52479","25400(A)(1) PC - CCW IN VEHICLE (F) 52479"
"7432","2","6","Custodial Arrest without warrant","52479","25400(A)(1) PC - CCW IN VEHICLE (F) 52479"
"7433","1","6","Custodial Arrest without warrant","13217","245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (F) 13217"
"7433","1","6","Custodial Arrest without warrant","38080","273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080"
"7433","1","6","Custodial Arrest without warrant","56008","236 PC - FALSE IMPRISONMENT (M) 56008"
"7434","1","6","Custodial Arrest without warrant","52504","30305(A)(1) PC - PROHIB OWN/ETC AMMO/ETC (F) 52504"
"7435","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7436","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7437","1","6","Custodial Arrest without warrant","38080","273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080"
"7438","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7439","1","10","Psychiatric hold","",""
"7440","1","6","Custodial Arrest without warrant","50203","273.6(A) PC - VIOL CRT ORD DOM VIOLENCE (M) 50203"
"7441","1","3","Citation for infraction","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"7442","1","7","Field interview card completed","",""
"7442","2","7","Field interview card completed","",""
"7442","3","7","Field interview card completed","",""
"7443","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"7444","1","10","Psychiatric hold","",""
"7445","1","2","Warning (verbal or written)","54170","23111 VC - THROW/ETC CIG/ETC:HWY/ETC (I) 54170"
"7446","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7446","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"7447","1","2","Warning (verbal or written)","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880"
"7448","1","4","In-field cite and release","35451","11359(B) HS - POSS MARIJUANA FOR SALE (M) 35451"
"7448","2","2","Warning (verbal or written)","35451","11359(B) HS - POSS MARIJUANA FOR SALE (M) 35451"
"7449","1","1","None","",""
"7450","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7451","1","6","Custodial Arrest without warrant","66886","38301.5 VC - VIOL LOCAL ORD 38301 (I) 66886"
"7452","1","2","Warning (verbal or written)","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"7452","1","8","Noncriminal transport or caretaking transport","",""
"7453","1","6","Custodial Arrest without warrant","38080","273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080"
"7454","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"7454","2","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"7455","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7455","2","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7455","3","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7455","4","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7455","5","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7455","6","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7455","7","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7455","8","3","Citation for infraction","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"7455","9","3","Citation for infraction","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"7455","10","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7455","11","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7456","1","2","Warning (verbal or written)","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880"
"7457","1","6","Custodial Arrest without warrant","42116","23152(F) VC - DUI ANY DRUG (M) 42116"
"7458","1","3","Citation for infraction","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122"
"7459","1","2","Warning (verbal or written)","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990"
"7460","1","2","Warning (verbal or written)","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122"
"7461","1","2","Warning (verbal or written)","13045","242 PC - BATTERY (M) 13045"
"7462","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"7463","1","2","Warning (verbal or written)","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880"
"7464","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"7465","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7466","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"7467","1","2","Warning (verbal or written)","66903","40001(B)(1) VC - OPR W/O REG/FEES NOT PD (I) 66903"
"7468","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7469","1","2","Warning (verbal or written)","54625","21235(G) VC - OPR MOTR SCOOTER SIDEWALK (I) 54625"
"7470","1","6","Custodial Arrest without warrant","42104","23152(A) VC - DUI ALCOHOL (M) 42104"
"7471","1","8","Noncriminal transport or caretaking transport","",""
"7471","1","10","Psychiatric hold","",""
"7472","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7473","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7474","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7475","1","2","Warning (verbal or written)","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115"
"7476","1","7","Field interview card completed","",""
"7476","2","7","Field interview card completed","",""
"7477","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7478","1","2","Warning (verbal or written)","66412","24400(B) VC - HEADLAMP VIOL DARK/WEATHR (I) 66412"
"7479","1","2","Warning (verbal or written)","53072","415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072"
"7480","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"7481","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7482","1","7","Field interview card completed","",""
"7482","2","7","Field interview card completed","",""
"7482","3","7","Field interview card completed","",""
"7482","4","7","Field interview card completed","",""
"7483","1","1","None","",""
"7484","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7485","1","6","Custodial Arrest without warrant","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"7486","1","4","In-field cite and release","13082","243(A) PC - BATTERY ON PERSON (M) 13082"
"7487","1","2","Warning (verbal or written)","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122"
"7488","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7489","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7490","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"7490","2","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"7491","1","7","Field interview card completed","",""
"7491","2","7","Field interview card completed","",""
"7491","3","7","Field interview card completed","",""
"7492","1","1","None","",""
"7492","2","6","Custodial Arrest without warrant","52536","21810 PC - MFG/SALE/ETC METAL KNUCKL (F) 52536"
"7492","2","6","Custodial Arrest without warrant","35451","11359(B) HS - POSS MARIJUANA FOR SALE (M) 35451"
"7492","2","6","Custodial Arrest without warrant","61026","30474 RT - SALE/ETC UNSTAMP/ETC CIGS (M) 61026"
"7493","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7494","1","2","Warning (verbal or written)","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"7495","1","3","Citation for infraction","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"7496","1","10","Psychiatric hold","",""
"7497","1","6","Custodial Arrest without warrant","48101","2800.2(A) VC - EVADE PO:DISREGARD SAFETY (F) 48101"
"7498","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7499","1","10","Psychiatric hold","",""
"7500","1","2","Warning (verbal or written)","35451","11359(B) HS - POSS MARIJUANA FOR SALE (M) 35451"
"7501","1","2","Warning (verbal or written)","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191"
"7502","1","2","Warning (verbal or written)","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115"
"7503","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7504","1","2","Warning (verbal or written)","54945","21201.5(B) VC - SELL BICYCLE W/O REFLECTR (I) 54945"
"7505","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"7506","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7507","1","2","Warning (verbal or written)","54370","22356(B) VC - EXCEED POSTED SPEED LIMIT (I) 54370"
"7508","1","1","None","",""
"7509","1","6","Custodial Arrest without warrant","52536","21810 PC - MFG/SALE/ETC METAL KNUCKL (F) 52536"
"7509","2","4","In-field cite and release","35451","11359(B) HS - POSS MARIJUANA FOR SALE (M) 35451"
"7510","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7511","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7512","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7513","1","3","Citation for infraction","66303","22500(C) VC - PARKING VIOL SAFETY ZONE (I) 66303"
"7514","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"7515","1","2","Warning (verbal or written)","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"7515","1","7","Field interview card completed","",""
"7516","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7517","1","7","Field interview card completed","",""
"7518","1","3","Citation for infraction","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"7518","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"7519","1","3","Citation for infraction","26040","587C PC - EVADE RAILROAD FARE (M) 26040"
"7520","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"7521","1","7","Field interview card completed","",""
"7522","1","2","Warning (verbal or written)","54075","21651(B) VC - DRIVE WRONG WAY:DIV HWY (M) 54075"
"7523","1","2","Warning (verbal or written)","54075","21651(B) VC - DRIVE WRONG WAY:DIV HWY (M) 54075"
"7524","1","7","Field interview card completed","",""
"7524","2","7","Field interview card completed","",""
"7524","3","7","Field interview card completed","",""
"7525","1","2","Warning (verbal or written)","23273","459.5(A) PC - SHOPLIFTING (M) 23273"
"7525","1","7","Field interview card completed","",""
"7526","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7527","1","7","Field interview card completed","",""
"7528","1","2","Warning (verbal or written)","54997","21658(B) VC - FAIL OBEY LANE USE SIGNS (I) 54997"
"7529","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7530","1","3","Citation for infraction","62023","1054.2 FG - LICENSE NOT IN POSS/ETC (M) 62023"
"7531","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7532","1","10","Psychiatric hold","",""
"7533","1","7","Field interview card completed","",""
"7534","1","6","Custodial Arrest without warrant","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"7535","1","10","Psychiatric hold","",""
"7536","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7537","1","7","Field interview card completed","",""
"7538","1","2","Warning (verbal or written)","54178","21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178"
"7539","1","3","Citation for infraction","66995","38312 VC - UNSAFE MOVEMENT OF VEH (I) 66995"
"7539","2","1","None","",""
"7540","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7541","1","4","In-field cite and release","61026","30474 RT - SALE/ETC UNSTAMP/ETC CIGS (M) 61026"
"7541","1","6","Custodial Arrest without warrant","61026","30474 RT - SALE/ETC UNSTAMP/ETC CIGS (M) 61026"
"7542","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7543","1","10","Psychiatric hold","",""
"7544","1","2","Warning (verbal or written)","29111","594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111"
"7545","1","1","None","",""
"7546","1","7","Field interview card completed","",""
"7546","1","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"7547","1","2","Warning (verbal or written)","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100"
"7548","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7549","1","6","Custodial Arrest without warrant","13187","243(E) PC - BATTERY:SPOUSE/ETC (M) 13187"
"7550","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7551","1","1","None","",""
"7551","2","1","None","",""
"7552","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"7553","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7554","1","10","Psychiatric hold","",""
"7555","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"7556","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"7557","1","6","Custodial Arrest without warrant","23133","487(C) PC - GRAND THEFT FROM PERSON (F) 23133"
"7558","1","4","In-field cite and release","35309","11364.5(A) HS - SELL/ETC DRUG PARAPH:-18 (M) 35309"
